input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,place_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,user_reviews_extended,emails
9b2f7882-66f4-44d3-8b7a-c3043a4f5300,https://www.google.com/maps/place/S%C3%A2n+b%C3%B3ng+Th%C6%B0%E1%BB%A3ng+%C4%90%C3%ACnh/data=!4m7!3m6!1s0x3135ac9ab4c56667:0xd8b71b63ddb6dd8d!8m2!3d21.0001962!4d105.8172334!16s%2Fg%2F1wzs_vr9!19sChIJZ2bFtJqsNTERjd223WMbt9g?authuser=0&hl=vi&rclk=1,Sân bóng Thượng Đình,Sân bóng đá,"129 Đ. Nguyễn Trãi, Thượng Đình, Khương Đình, Hà Nội 100000, Việt Nam",{},{},,+84 842 347 826,"2R28+3V Khương Đình, Hà Nội, Việt Nam",577,3.900000,"{""1"":40,""2"":27,""3"":113,""4"":146,""5"":251}",21.000196,105.817233,15615980348665945485,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHm4dwZ9JIq1nBlIWkJ6MKbxhjq4fHEUHk7SFm9YYEORoBYzjfbtEQUsYyo7POjSIStR1j67ODwC6z54Q1Lir010wmSd6C6i138fYlSKSMrR7oXBaSjoZ7vLwZdDktAET4n_ngmF1Gnwb0=w408-h306-k-no,Asia/Saigon,,0x3135ac9ab4c56667:0xd8b71b63ddb6dd8d,ChIJZ2bFtJqsNTERjd223WMbt9g,"[{""title"":""Tất cả"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/APNQkAHm4dwZ9JIq1nBlIWkJ6MKbxhjq4fHEUHk7SFm9YYEORoBYzjfbtEQUsYyo7POjSIStR1j67ODwC6z54Q1Lir010wmSd6C6i138fYlSKSMrR7oXBaSjoZ7vLwZdDktAET4n_ngmF1Gnwb0=w397-h298-k-no""},{""title"":""Bóng đá"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdkNxQqtPvCvvwkCOkkKbJrUnzQeUV5qB6oCthvQtx4QtClx66qIzXEaGht8MkMI80ZiSax4zIQ6w1i-DqxcUsDAiVHc2jzsPTYkgoP_3ECByUSBS4L1XVDw8sJQTHiptZY5uix-nE2IJp=w529-h298-k-no""},{""title"":""Video"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/APNQkAElpWBjFHWxPpqZmi9L69NBdiBaoh6af-QVfhxQ1BWW5TfxvLY5Ky62_qQQgz2-W8-RhWiLR5NZociZp8UYfmr-M7lNc3kIXMS170GYGKPVwGY8sK1gXGVaIH8ySq_D2OAltgTli_9LmK9Q=w529-h298-k-no""},{""title"":""Chế độ xem Phố và 360°"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/APNQkAEmG9VtobFTCQZ8pxb2_xJHX_mVgw4QmOHc6y4yajocVVHu68YaxyOwPZzg4sEmoL4O5F8KtuI6v24ysUmeOSC2rjKkrYvnSslspFHvsqxTTwHGoLlRs73C3CjX3y_K=w224-h298-k-no-pi-0.11254019-ya299.88745-ro0-fo100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""115023357120217893141"",""name"":""Sân bóng Thượng Đình (Chủ sở hữu)"",""link"":""https://www.google.com/maps/contrib/115023357120217893141""}","{""borough"":""Thượng Đình, Khương Đình"",""street"":""129 Đ. Nguyễn Trãi"",""city"":""Hà Nội"",""postal_code"":""100000"",""state"":""Khương Đình, Hà Nội"",""country"":""VN""}",null,"[{""Name"":""Thư Vũ Thị"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjVjSfOrsi0FC2gaTQ4LTvvi8vV79shPRLy0yRNLi7fhHERsvEI=s120-c-rp-mo-ba5-br100"",""Rating"":5,""Description"":""Sân bóng Thượng Đình chắc chắn là điểm đến lý tưởng cho những người mê túc cầu. Mặt cỏ ở đây khá ổn, không quá trơn trượt, thích hợp để chơi cả trong những ngày mưa nhẹ. Tuy nhiên, đèn chiếu sáng hơi mờ vào buổi tối, có thể gây khó khăn cho những pha cắt bóng. Khu vực vệ sinh sạch sẽ, nhân viên thân thiện, nhiệt tình. Có chỗ để xe rộng rãi, rất tiện lợi. Nếu cải thiện hệ thống ánh sáng, tôi tin nơi này sẽ hoàn hảo hơn đấy!"",""Images"":null,""When"":""""},{""Name"":""Hiền Mai Đức"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUGndYnQSul2C8Jv66OrZzhbyr1b8ffplbizoCAvAT_OeJN3riZ9g=s120-c-rp-mo-ba5-br100"",""Rating"":5,""Description"":""Sân bóng rộng rãi. Chỗ ngồi uống nước mát mẻ."",""Images"":[""https://lh3.googleusercontent.com/geougc-cs/AMG9lERYBwqfAha727XQ91QBEKikK9qYY2XmnDXXxNAxm9eokq6cSX-wZcbvvqau9egIb6wVqmMhZxreV1nHPiA3t48TOWxSM_tGqU3boqIMprNa1nP90lBZahzJx9g4oEemDIBxxb8oAQ"",""https://lh3.googleusercontent.com/geougc-cs/AMG9lEQVzE6swgYh1kISs_go64Uxufs295Wbb9VVOalzTh5AROguUR8LWvxQgFCapelWn_WkXRe3oBM40VmIeMcuo5nCZypXG72fcqlYURfQZIYvZWvLa87kCUewRYyKuDUVNtizuSNr"",""https://lh3.googleusercontent.com/geougc-cs/AMG9lERCjkMZmQAAyrjuEnEBsdad2PQt3qBtMGQ_jPPyjX5wf8n1QmQgysr3xEroDrFhBNxmc9o0pvH2dNBbhAuOv7DvYyzGrHY0ynsWp6R-THoDY4O8MMfVCApkrj_0fGweHaB1mwUC"",""https://lh3.googleusercontent.com/geougc-cs/AMG9lERD2YGqpYNlQ2Hck9L817vf-W2-N2Gr9HIw6guqH_7HwbKGwNOcXWGH2-LKC5toix1zcpWb0mPnCu6RW5RUdBmTtwNKf3ERoipeB4F0EdvNVtv4F6v-cpQyDBmHT-oo7W5velNT""],""When"":""2024-10-17""},{""Name"":""Wind Wanderer"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjX9hP6QBp-WZYUNAwMECKIektO9TQPO1aBIyRvLFCi3o8naRHs=s120-c-rp-mo-ba4-br100"",""Rating"":3,""Description"":""Mặt cỏ hơi xấu, mặt sân gồ ghề.\nThoát nước kém, lưới quây hổng nhiều chỗ nên bóng hay lọt ra ngoài.\nBãi xe máy lộn xộn."",""Images"":null,""When"":""""},{""Name"":""Phi Trần Nguyên"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjVin48DjgN43G3lYpsdfcy5aEw7MPiDTT1Ljjh9eam3MRQNhcsMrw=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Sân bóng đẹp, vị trí trung tâm thuận tiện đi lại, căng tin có quán bia bất cứ dân nhậu nào cũng có thể trở thành khách ruột."",""Images"":[""https://lh3.googleusercontent.com/geougc-cs/AMG9lET_qx0GGoPY1W8ylHzjGvlJF0ll_NU_5TDe30_tGSvYhvqo_FhJGcizQmdkjgUrR0jwCdCJF40Jm_PuTJm8MGl464BEfnm9Lzfc_gIMbe7n9O_jEg3Xxabjjm1c4SkwopfbpL71wg"",""https://lh3.googleusercontent.com/geougc-cs/AMG9lES_u8SyzDTKGj3prBjbVyCkmEML-2BXB1gp_U3jVwZP32yTrnzgt70mHId-MGANxwt5aE5eKYNRQ_EE8tyfaTHrddsYNegErCajPwLvAKNDEjpZlQupwyfB4LPGASCzZpTtQQl5"",""https://lh3.googleusercontent.com/geougc-cs/AMG9lETL0gh-dBzbmnxUmc0D2PPNF6zlXkO7j7Hp9eE4PQuO_ZLb6DO7i5exZ1uWsQD5klXc_Z0jdXfZhALYahkF4IRXJBhNTUnDKHzHUNg0mQ6s7I7BXmgNFIQABR8DOuZ7hKQt2R9PSA"",""https://lh3.googleusercontent.com/geougc-cs/AMG9lETer0Re2BcMk_YNJNc-rue7-s6-U_4Im_uDGC1xXvYsFJAWMu9bnrDM0gJIJslwcTK1_JRZmHTsE_IWyMwt7Bph6qZ24IKvwuUYgP1zKgLv1bcB1fX7D0ryIN4W9FzcSQdoFZYi""],""When"":""2023-1-12""},{""Name"":""Nguyen Hung Cuong"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUk89SsCzSfZtO-Ahyg1cilA0lASY5NUsKWmDGVp5ihBwv08iuq=s120-c-rp-mo-ba5-br100"",""Rating"":4,""Description"":""3 sân, biên hơi hẹp"",""Images"":[""https://lh3.googleusercontent.com/geougc-cs/AMG9lEQIjeuNMqHonPnFxcL8s0n8n_Cw5X9nJEugnAZ6ovR5wO5EqN_7yrpp4Ue9shH2i5YrYgThhLuXCMddi5SUFfwzzZ4XhbcM0EnaWk90Zi8SpkZqdyLnNXxYPqSFNPNJy6F1wmTRV05IKw-H""],""When"":""2025-10-22""},{""Name"":""Kieu Viet Bach"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUyxwbJaYOBWG3Pmf-lXX2CWy6L4AnQtj-Ik9t-Ot8FDqSEKps=s120-c-rp-mo-ba2-br100"",""Rating"":5,""Description"":""Cay vc giờ chuyển sang pickleball rồi..\nNhớ những kỷ niệm ở sân"",""Images"":null,""When"":""""},{""Name"":""dao gia"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXkWGnWyqPX5B0Fyo8P3VwXYlmvykD2B6Ceeg2140uPooFyWhb6=s120-c-rp-mo-ba4-br100"",""Rating"":4,""Description"":""Đối diện cổng Royal City, trước có điểm dừng xe bus. Có 3 sân nhỏ, 2 CLB dạy đá bóng cho trẻ em vào 2 ngày thứ Bảy và Chủ nhật, tối ánh sáng đủ để hoạt động, nói chung công tác đào tạo ổn, tạo sân chơi bổ ích cho các cháu vận động, giao lưu. Ngoài ra còn có quán nướng nhỏ ngay lối vào."",""Images"":[""https://lh3.googleusercontent.com/geougc-cs/AMG9lERMhwJ4ZnC1OFyNOAGsfqh8RfclTFoNg3YFSWAsfnsIqoj2ESszU2KwgMS1dis5U7wkSqkCthfbgcOnACjGd0uiAlFiVpj_paAqiGQVI0yIEZ2oCgT02zZf7_8ii14f4x3JxGEd"",""https://lh3.googleusercontent.com/geougc-cs/AMG9lEQYGpqunMdmhSSpayRBcSKQc_TpwhGFqHrWhmLI4zat6ROJccTY3iHUe4gA5-gl45j1EsYTfK3lV-P8IZKCvxL7Pfi70TUedWMmcJKpm6ra3LSAoqGj9Q6XBs61TW7q4sQIPm07BQ""],""When"":""2019-11-4""},{""Name"":""Si Ngoc"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocL67fQ4x8IlcgPvhyo2O-ZnZ-OAC1rUXncZP6n_JhC-C2pkvw=s120-c-rp-mo-ba4-br100"",""Rating"":5,""Description"":""Nhân viên luôn mỉm cười và lắng nghe khách. Ánh sáng trong quán rất ấm cúng, tạo cảm giác dễ chịu."",""Images"":null,""When"":""""}]",null,
9b2f7882-66f4-44d3-8b7a-c3043a4f5300,https://www.google.com/maps/place/S%C3%A2n+b%C3%B3ng+r%E1%BB%95+V%C4%83n+Qu%C3%A1n/data=!4m7!3m6!1s0x3135adc5faa2eb55:0x6c5284aa32fae743!8m2!3d20.97202!4d105.7888517!16s%2Fg%2F11trzl_hxc!19sChIJVeui-sWtNTERQ-f6MqqEUmw?authuser=0&hl=vi&rclk=1,Sân bóng rổ Văn Quán,Sân bóng rổ,"XQCQ+RG5 Sân bóng rổ Văn Quán, P, Hà Đông, Hà Nội, Việt Nam",{},{},,,,8,4.600000,"{""1"":0,""2"":0,""3"":1,""4"":1,""5"":6}",20.972020,105.788852,7805446970721101635,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFjV1RvknOdvVuBK6yLl8ZnGompKBd-oDfqlQmPRnzOcMaPM0ahCcyK1X0oDzRFewqmw0jQq4UJZN5D_ulldqqkhKSVjU9KNN8MtTKPWGt978XmCmNCwcfGisdx8UYHDy82S2A=w426-h240-k-no,Asia/Saigon,,0x3135adc5faa2eb55:0x6c5284aa32fae743,ChIJVeui-sWtNTERQ-f6MqqEUmw,"[{""title"":""Tất cả"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/APNQkAFjV1RvknOdvVuBK6yLl8ZnGompKBd-oDfqlQmPRnzOcMaPM0ahCcyK1X0oDzRFewqmw0jQq4UJZN5D_ulldqqkhKSVjU9KNN8MtTKPWGt978XmCmNCwcfGisdx8UYHDy82S2A=w529-h298-k-no""},{""title"":""Chế độ xem Phố và 360°"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/APNQkAE9Ygt3Mlp4nfGyLLZNWlPYGrSpcd4YAH5J6dahovW44rd6O1uCf7OMrNahzKN322u1nF-NJNP3Kumm9DDD66xROnqP6eH4T1wLjY_FguiNcgrYI5rY8xaqh6-ezSdyUBOnSEj1=w224-h298-k-no-pi-10-ya300-ro0-fo100""},{""title"":""Video"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/APNQkAFjV1RvknOdvVuBK6yLl8ZnGompKBd-oDfqlQmPRnzOcMaPM0ahCcyK1X0oDzRFewqmw0jQq4UJZN5D_ulldqqkhKSVjU9KNN8MtTKPWGt978XmCmNCwcfGisdx8UYHDy82S2A=w529-h298-k-no""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""Sân bóng rổ Văn Quán (Chủ sở hữu)"",""link"":""""}","{""borough"":""P, Hà Đông"",""street"":""XQCQ+RG5"",""city"":""Hà Nội"",""postal_code"":"""",""state"":""Hà Đông, Hà Nội"",""country"":""VN""}",null,"[{""Name"":""BOT WIKI"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUJnYIPaOg1ZiTKxNuefh9XhaHnGEY4FmJpdOp2Qe5u8z8y3hfM=s120-c-rp-mo-ba6-br100"",""Rating"":5,""Description"":""Sân bóng rổ Văn Quán cho anh em tận hưởng đam mê và đặt biệt là sân hoàn toàn miễn phí dành cho những bạn đam mê với bộ môn thể thao này muốn tìm kiếm địa điểm chất lượng, luyện tập hàng ngày.\nSân được ghép từ các tấm nhựa, khiến sân có độ ma sát, bám dính. Màu sân bắt mắt nổi bật  ( Vàng\u0026Đen)"",""Images"":[""https://lh3.googleusercontent.com/geougc-cs/AMG9lEST-ELx10SvfrAhZerQAyxAAzCx2PlOZsUXqC5VQB2fmfpT6k4Wsyk_qCVqxk9eUiocj6O8KOgPIU4gFhp7Lf9VWvXPw5ghSV7HYmnHAW2diC1ISEv4RuSKzbqLmtZDKmhL1w9B"",""https://lh3.googleusercontent.com/geougc-cs/AMG9lESy3nRoz3OfUwrekszBfdrdwSAVhaj1apz0an6V0A-TnnR9KDHk9M216YiivH0Rq5KPEp_Elx1sYS7-CA6qWS4mLjeU6N0na7VL5RD0tjUjQLf3c_xXQSxysQNOSyDlQDu96m2w""],""When"":""2023-11-5""},{""Name"":""HQ V"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJWEQvf84GD-n-4p6JfcE73sHHHbfJJViZZpvm3CUuPqoP9Ow=s120-c-rp-mo-br100"",""Rating"":3,""Description"":""Cũng được thôi . Chấm 7,5 điểm qua trải nghiệm"",""Images"":null,""When"":""""},{""Name"":""le hoai"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocIlKXcW1a_Q1pakfLhMY-po1xIQy16RIqPUn1VI86i03SlGyw=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Sân OK, dịch vụ tốt."",""Images"":null,""When"":""""},{""Name"":""Việt Anh"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJ6Qz06if98TNFZukoPjP7dyIpt564X40p0H3mIO247ophYVg=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Sân đẹp"",""Images"":null,""When"":""""},{""Name"":""Nhất Dũng Lê"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJBM8z901k605A41jVYCoLyUwKtL-r9G-zektUHhdZUQ_NlDw=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""sân đẹp"",""Images"":null,""When"":""""},{""Name"":""Huy Nguyen"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXyAE-iaZd409fKnBcHJxP6KH78OFIhPzaDAC7wlLdDkG6WmYlj=s120-c-rp-mo-ba3-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Quang Hòa Nguyễn"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjU_4x8dxRlntmK7BY1Xtb6PlaIyavbDVhppwEXw5xCjB48HEl8=s120-c-rp-mo-ba5-br100"",""Rating"":4,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""huynh nguyendang"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocIuQfuXKSJ9kSpX4VC1eS1wVyCtOfQuWuydP6simDWpKWMv8Gk=s120-c-rp-mo-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""""}]",null,
